id	label
240	positive
241	positive
242	positive
243	neutral
244	positive
245	neutral
246	negative
247	positive
248	negative
249	negative
250	negative
251	positive
252	positive
253	negative
254	negative
255	negative
256	positive
257	positive
258	negative
259	positive
260	negative
261	positive
263	positive
264	negative
265	positive
266	positive
267	positive
268	positive
269	neutral
270	positive
271	positive
272	negative
273	negative
274	positive
275	positive
276	positive
277	positive
278	positive
279	positive
280	negative
281	positive
282	positive
283	positive
284	positive
285	negative
286	positive
287	positive
288	positive
289	positive
290	positive
291	positive
292	positive
293	positive
294	positive
295	positive
297	negative
298	positive
299	positive
300	positive
302	negative
303	positive
304	positive
305	positive
306	positive
307	positive
308	positive
310	positive
311	positive
312	negative
313	negative
314	positive
315	positive
316	negative
318	negative
320	negative
321	positive
322	positive
323	negative
325	positive
326	positive
327	negative
328	positive
329	positive
330	neutral
331	negative
333	negative
334	negative
335	neutral
336	positive
337	positive
338	positive
339	positive
340	neutral
341	positive
342	positive
343	positive
344	negative
345	negative
347	negative
348	negative
349	negative
350	positive
352	positive
353	positive
354	negative
355	positive
356	neutral
357	positive
358	neutral
359	positive
360	positive
361	negative
363	positive
364	negative
365	positive
366	positive
367	negative
368	positive
369	positive
370	negative
371	negative
372	positive
374	neutral
375	negative
376	negative
377	negative
378	positive
379	negative
381	positive
382	negative
383	negative
384	negative
385	negative
389	negative
390	negative
392	negative
393	positive
394	positive
395	positive
396	neutral
398	negative
399	positive
400	negative
401	positive
402	negative
403	positive
405	neutral
406	positive
407	positive
408	positive
409	positive
410	positive
411	positive
412	positive
414	negative
416	positive
417	positive
418	negative
419	positive
420	positive
422	negative
423	positive
424	neutral
425	negative
426	neutral
427	positive
428	neutral
429	positive
430	negative
431	positive
432	positive
433	neutral
434	positive
435	positive
436	neutral
437	neutral
438	positive
439	positive
440	positive
441	positive
442	negative
443	positive
444	positive
445	positive
447	positive
448	negative
449	neutral
450	negative
451	negative
452	negative
454	negative
455	positive
456	positive
457	negative
459	negative
460	negative
461	negative
463	positive
465	positive
466	positive
468	positive
470	positive
471	positive
472	positive
473	negative
474	positive
475	positive
476	positive
477	positive
478	positive
479	negative
480	positive
481	positive
482	positive
483	neutral
484	negative
485	negative
486	negative
488	positive
489	negative
490	positive
491	positive
492	positive
493	positive
494	positive
495	positive
496	positive
497	positive
498	positive
499	positive
500	positive
501	positive
502	neutral
503	positive
504	positive
505	neutral
506	positive
507	positive
508	positive
509	positive
510	positive
511	neutral
512	positive
513	positive
514	positive
515	positive
516	neutral
517	positive
519	positive
520	positive
521	positive
523	positive
524	positive
525	positive
526	positive
528	neutral
529	negative
530	positive
531	neutral
532	positive
533	positive
534	positive
535	positive
536	positive
537	positive
539	negative
540	positive
541	positive
542	negative
543	negative
544	positive
545	positive
546	neutral
547	positive
548	positive
550	negative
551	negative
552	neutral
553	positive
554	positive
555	positive
556	positive
557	positive
558	negative
559	negative
560	positive
561	positive
562	positive
563	positive
564	positive
565	positive
566	negative
568	negative
569	positive
570	positive
571	positive
572	positive
573	positive
574	negative
575	negative
576	positive
577	positive
578	positive
579	positive
580	neutral
581	neutral
582	neutral
583	positive
584	positive
585	positive
586	neutral
587	neutral
588	neutral
589	negative
590	positive
591	neutral
592	positive
593	negative
595	positive
596	negative
597	negative
598	positive
600	positive
601	positive
602	negative
603	positive
604	positive
605	positive
606	negative
607	positive
608	negative
609	neutral
610	positive
611	positive
612	positive
613	positive
614	neutral
615	positive
616	positive
617	neutral
618	neutral
619	positive
620	positive
621	neutral
622	positive
623	neutral
624	positive
625	negative
627	neutral
628	negative
630	positive
632	negative
633	negative
634	positive
635	positive
636	negative
637	neutral
638	positive
641	negative
642	negative
643	positive
644	positive
645	positive
646	positive
647	positive
648	neutral
649	positive
651	positive
652	positive
653	positive
654	positive
655	positive
656	negative
657	negative
658	positive
659	positive
660	positive
661	negative
662	positive
663	positive
664	negative
665	positive
666	positive
667	negative
668	negative
669	neutral
671	negative
672	negative
673	positive
675	positive
676	negative
677	positive
678	neutral
679	positive
680	negative
681	positive
682	positive
683	positive
684	positive
685	negative
686	positive
687	negative
688	positive
689	negative
690	negative
691	positive
692	positive
693	neutral
694	positive
695	positive
696	positive
697	negative
698	positive
699	negative
700	negative
701	negative
702	positive
703	negative
704	positive
705	positive
706	positive
707	positive
708	neutral
709	positive
710	positive
711	positive
712	positive
713	positive
714	positive
715	positive
716	positive
717	positive
718	neutral
719	negative
720	neutral
721	positive
722	positive
723	negative
724	positive
725	positive
726	positive
727	negative
728	positive
729	positive
730	negative
731	negative
732	negative
733	positive
734	positive
735	positive
736	positive
737	positive
739	positive
740	positive
741	positive
742	positive
743	positive
745	positive
746	positive
747	positive
748	positive
749	negative
750	negative
751	positive
752	neutral
753	neutral
754	positive
755	neutral
756	positive
757	positive
758	positive
759	positive
760	neutral
761	positive
762	positive
763	positive
764	positive
765	positive
766	positive
768	negative
769	positive
770	positive
771	positive
773	positive
774	positive
777	positive
778	negative
779	neutral
780	neutral
781	positive
782	negative
783	negative
784	negative
785	positive
786	negative
787	positive
788	neutral
789	positive
790	positive
791	positive
792	positive
793	positive
794	neutral
795	neutral
796	positive
797	positive
798	positive
799	positive
800	positive
801	positive
802	negative
803	positive
804	positive
805	negative
806	positive
807	positive
808	negative
809	positive
810	positive
811	positive
812	positive
813	positive
814	positive
815	positive
816	positive
817	positive
818	negative
819	negative
820	positive
821	positive
822	positive
823	positive
824	positive
825	neutral
826	negative
827	positive
828	neutral
829	positive
830	negative
831	positive
832	negative
833	positive
834	positive
835	positive
836	negative
837	negative
838	negative
839	positive
840	positive
842	positive
843	positive
844	positive
845	positive
846	positive
847	neutral
848	neutral
849	positive
850	positive
851	positive
852	positive
853	positive
854	negative
855	positive
856	negative
857	neutral
858	positive
859	positive
860	positive
861	negative
862	positive
863	neutral
864	positive
865	neutral
866	negative
867	negative
868	neutral
869	negative
870	neutral
871	negative
872	positive
874	negative
875	negative
876	positive
877	negative
878	positive
879	positive
880	negative
881	negative
882	negative
883	negative
884	negative
885	positive
886	negative
887	positive
888	positive
889	positive
890	positive
891	positive
892	positive
893	positive
894	positive
895	positive
896	positive
897	positive
898	positive
899	negative
900	positive
901	negative
902	positive
903	positive
904	positive
905	neutral
906	negative
907	positive
908	negative
909	negative
910	negative
911	neutral
912	positive
913	positive
914	positive
915	positive
916	positive
917	positive
918	positive
919	negative
920	negative
921	negative
922	negative
923	negative
924	positive
925	positive
926	positive
927	neutral
928	negative
929	negative
930	negative
931	negative
932	positive
933	positive
934	negative
935	negative
936	neutral
937	negative
938	neutral
939	positive
940	positive
941	positive
942	positive
943	negative
944	negative
945	positive
946	positive
947	negative
948	positive
949	positive
950	positive
951	negative
953	positive
954	negative
957	negative
958	positive
959	negative
960	negative
962	neutral
963	positive
964	positive
965	negative
966	positive
967	negative
968	positive
969	positive
970	positive
971	positive
972	negative
973	positive
974	positive
975	positive
976	positive
977	positive
978	positive
979	positive
980	positive
981	positive
982	positive
983	positive
984	neutral
985	neutral
986	positive
987	positive
988	positive
989	positive
990	positive
991	positive
992	negative
993	neutral
994	neutral
995	positive
996	positive
997	positive
998	positive
999	neutral
1000	positive
1001	positive
1002	positive
1004	positive
1005	negative
1006	positive
1007	positive
1008	positive
1009	positive
1010	negative
1011	positive
1012	neutral
1013	positive
1014	negative
1015	positive
1016	neutral
1017	positive
1018	positive
1019	positive
1020	positive
1021	positive
1022	negative
1023	positive
1024	positive
1025	positive
1026	neutral
1027	negative
1028	neutral
1029	positive
1030	positive
1031	positive
1032	positive
1033	positive
1034	positive
1035	positive
1036	positive
1037	positive
1038	positive
1039	positive
1040	positive
1041	positive
1042	neutral
1043	positive
1044	neutral
1045	neutral
1046	negative
1047	positive
1048	positive
1049	positive
1051	neutral
1052	negative
1053	positive
1054	positive
1055	positive
1056	negative
1057	positive
1058	neutral
1059	negative
1060	negative
1061	negative
1062	positive
1063	positive
1064	positive
1065	positive
1066	positive
1067	positive
1068	neutral
1069	negative
1070	positive
1071	neutral
1072	positive
1073	neutral
1074	positive
1075	positive
1076	positive
1077	positive
1078	negative
1079	positive
1080	positive
1081	positive
1082	positive
1083	positive
1084	positive
1085	positive
1086	positive
1087	negative
1088	positive
1089	neutral
1090	negative
1091	positive
1092	positive
1093	positive
1094	positive
1095	positive
1096	positive
1097	positive
1098	positive
1099	positive
1100	positive
1101	positive
1102	negative
1103	positive
1104	neutral
1105	positive
1106	positive
1107	positive
1108	positive
1109	positive
1110	positive
1111	positive
1112	positive
1113	positive
1114	positive
1115	negative
1116	positive
1117	negative
1118	positive
1119	positive
1120	positive
1121	positive
1122	negative
1123	negative
1124	negative
1125	neutral
1126	positive
1127	positive
1128	positive
1129	negative
1130	positive
1131	positive
1132	positive
1133	positive
1134	positive
1135	positive
1136	positive
1137	positive
1138	negative
1139	negative
1140	positive
1141	positive
1142	negative
1143	positive
1144	neutral
1145	positive
1146	positive
1147	negative
1148	positive
1149	positive
1150	positive
1151	positive
1152	positive
1153	neutral
1154	positive
1155	positive
1156	negative
1157	negative
1158	negative
1159	negative
1160	positive
1161	positive
1162	neutral
1163	positive
1164	positive
1165	neutral
1166	positive
1167	positive
1168	positive
1170	positive
1171	positive
1172	positive
1173	positive
1174	negative
1175	positive
1176	positive
1177	positive
1178	positive
1179	neutral
1180	neutral
1181	positive
1182	positive
1184	positive
1185	positive
1186	positive
1187	positive
1188	neutral
1189	positive
1190	positive
1191	positive
1192	positive
1193	neutral
1194	positive
1196	neutral
1197	positive
1198	positive
1200	positive
1201	positive
1202	negative
1203	positive
1204	negative
1205	positive
1206	positive
1207	positive
1208	positive
1209	positive
1210	positive
1211	positive
1212	positive
1214	positive
1215	positive
1216	positive
1217	positive
1218	negative
1219	positive
1220	neutral
1221	positive
1222	positive
1223	positive
1224	positive
1225	positive
1227	positive
1228	negative
1230	positive
1231	positive
1232	positive
1233	positive
1234	positive
1235	positive
1236	positive
1237	positive
1238	neutral
1239	positive
1240	positive
1241	positive
1242	neutral
1243	positive
1244	positive
1245	positive
1246	negative
1247	negative
1249	positive
1250	negative
1251	neutral
1252	negative
1253	positive
1254	negative
1255	positive
1256	positive
1257	negative
1258	positive
1259	positive
1260	positive
1261	neutral
1262	positive
1263	negative
1264	negative
1265	negative
1266	negative
1267	positive
1268	negative
1269	negative
1270	positive
1271	positive
1272	positive
1273	positive
1274	positive
1275	positive
1276	positive
1277	positive
1278	neutral
1279	neutral
1280	positive
1281	negative
1282	neutral
1283	positive
1284	neutral
1285	positive
1286	negative
1287	positive
1288	negative
1289	positive
1290	positive
1291	positive
1292	positive
1293	negative
1294	negative
1295	positive
1296	negative
1297	positive
1298	positive
1299	positive
1300	positive
1301	positive
1303	positive
1304	positive
1305	negative
1306	neutral
1307	negative
1308	neutral
1309	negative
1310	neutral
1311	positive
1312	positive
1313	positive
1314	positive
1315	positive
1317	positive
1318	positive
1319	negative
1320	positive
1322	positive
1324	positive
1325	positive
1326	positive
1327	negative
1328	positive
1329	positive
1330	positive
1331	negative
1332	negative
1333	negative
1334	positive
1335	positive
1336	negative
1337	positive
1340	negative
1341	positive
1343	positive
1344	negative
1346	positive
1347	negative
1348	positive
1349	positive
1350	positive
1351	positive
1352	positive
1353	positive
1355	positive
1356	negative
1357	positive
1358	positive
1359	negative
1361	positive
1362	negative
1363	negative
1365	negative
1366	positive
1367	negative
1368	positive
1369	positive
1370	positive
1371	positive
1372	negative
1373	negative
1374	positive
1375	negative
1376	positive
1377	positive
1378	negative
1379	negative
1380	negative
1381	negative
1382	positive
1383	negative
1384	positive
1385	positive
1386	negative
1387	positive
1388	positive
1389	negative
1390	neutral
1391	positive
1392	positive
1393	negative
1394	neutral
1395	positive
1396	negative
1397	neutral
1398	positive
1399	negative
1400	neutral
1401	positive
1402	negative
1403	negative
1404	negative
1405	positive
1406	positive
1407	positive
1408	positive
1410	negative
1411	positive
1412	positive
1413	negative
1414	positive
1415	positive
1416	positive
1417	negative
1418	negative
1419	neutral
1420	positive
1421	positive
1422	positive
1423	positive
1424	positive
1425	positive
1426	positive
1427	positive
1428	positive
1429	positive
1430	positive
1431	positive
1432	positive
1433	positive
1434	positive
1435	neutral
1436	negative
1437	positive
1438	positive
1439	positive
1440	positive
1441	neutral
1442	positive
1443	negative
1444	negative
1445	negative
1446	positive
1447	positive
1448	positive
1449	positive
1451	negative
1453	positive
1454	positive
1455	negative
1456	positive
1457	neutral
1458	positive
1459	positive
1460	negative
1461	positive
1462	positive
1463	positive
1464	positive
1465	positive
1466	positive
1467	positive
1468	positive
1469	positive
1470	positive
1471	neutral
1472	positive
1473	positive
1474	positive
1475	positive
1476	positive
1477	positive
1479	positive
1480	negative
1481	positive
1483	positive
1484	positive
1485	negative
1486	negative
1487	positive
1488	negative
1489	positive
1490	negative
1491	positive
1492	negative
1493	positive
1495	positive
1496	positive
1497	positive
1498	negative
1499	positive
1500	positive
1501	positive
1502	negative
1503	positive
1504	positive
1505	positive
1506	positive
1507	negative
1508	negative
1509	neutral
1510	negative
1511	neutral
1512	negative
1513	negative
1514	negative
1515	negative
1516	negative
1517	negative
1518	positive
1519	positive
1520	negative
1521	positive
1522	positive
1523	positive
1524	positive
1525	positive
1526	negative
1527	negative
1528	negative
1530	negative
1531	positive
1532	negative
1533	negative
1534	negative
1535	positive
1536	positive
1537	negative
1538	negative
1539	positive
1540	negative
1541	positive
1542	positive
1543	negative
1544	negative
1546	negative
1547	negative
1548	negative
1549	neutral
1550	positive
1551	neutral
1552	positive
1553	positive
1554	positive
1555	positive
1556	positive
1557	positive
1558	positive
1559	positive
1560	positive
1561	negative
1562	positive
1563	positive
1564	negative
1565	negative
1566	negative
1567	positive
1568	positive
1569	positive
1570	positive
1571	negative
1572	negative
1573	negative
1574	neutral
1575	negative
1576	negative
1577	negative
1578	positive
1579	neutral
1580	positive
1581	neutral
1582	positive
1583	negative
1584	positive
1585	positive
1586	positive
1587	positive
1588	positive
1589	negative
1590	negative
1591	positive
1592	negative
1593	negative
1594	positive
1595	positive
1596	positive
1597	positive
1598	positive
1599	neutral
1601	positive
1602	negative
1603	neutral
1605	positive
1606	positive
1607	negative
1608	positive
1609	positive
1610	positive
1611	positive
1612	positive
1613	positive
1614	positive
1615	positive
1616	positive
1617	positive
1618	positive
1620	positive
1621	positive
1622	neutral
1623	positive
1624	positive
1625	positive
1626	positive
1627	negative
1628	positive
1629	positive
1630	positive
1631	positive
1632	positive
1633	positive
1634	positive
1635	negative
1636	positive
1637	positive
1638	positive
1639	positive
1640	positive
1641	positive
1642	positive
1643	positive
1644	positive
1645	positive
1646	positive
1647	positive
1648	positive
1649	neutral
1650	positive
1651	positive
1652	positive
1653	positive
1654	positive
1658	positive
1660	negative
1661	neutral
1662	neutral
1663	negative
1665	positive
1666	positive
1667	negative
1668	positive
1669	positive
1670	negative
1673	positive
1674	neutral
1675	positive
1676	negative
1677	positive
1679	positive
1681	negative
1682	positive
1683	positive
1685	positive
1686	positive
1687	positive
1688	positive
1689	negative
1690	positive
1691	neutral
1692	neutral
1693	negative
1694	negative
1695	negative
1696	positive
1697	negative
1698	negative
1699	neutral
1700	positive
1701	positive
1702	positive
1703	negative
1704	positive
1705	negative
1706	positive
1707	negative
1709	positive
1710	negative
1711	positive
1712	negative
1713	negative
1714	neutral
1715	positive
1716	positive
1717	positive
1718	positive
1719	positive
1720	positive
1721	positive
1722	neutral
1723	positive
1724	positive
1725	positive
1726	positive
1727	positive
1728	positive
1729	positive
1730	negative
1731	positive
1732	positive
1734	negative
1735	negative
1736	positive
1737	positive
1738	negative
1739	negative
1740	negative
1741	negative
1742	positive
1743	positive
1744	positive
1745	positive
1746	positive
1747	positive
1748	positive
1749	positive
1750	positive
1752	positive
1753	positive
1754	negative
1755	negative
1757	positive
1758	positive
1759	positive
1760	positive
1761	negative
1763	positive
1764	positive
1765	positive
1766	positive
1767	positive
1768	negative
1769	negative
1770	negative
1773	positive
1774	negative
1775	negative
1776	negative
1777	negative
1779	negative
1780	negative
1781	neutral
1783	negative
1784	negative
1785	negative
1786	positive
1787	positive
1788	positive
1789	positive
1790	positive
1791	negative
1792	positive
1793	positive
1794	positive
1795	positive
1796	positive
1797	positive
1798	positive
1799	positive
1800	neutral
1801	positive
1802	positive
1803	positive
1804	positive
1806	positive
1808	neutral
1809	negative
1810	positive
1811	negative
1812	negative
1813	positive
1815	positive
1817	positive
1818	negative
1819	negative
1821	positive
1822	negative
1823	negative
1824	positive
1825	positive
1826	positive
1827	positive
1828	positive
1829	negative
1830	positive
1831	positive
1832	negative
1833	positive
1835	negative
1836	positive
1837	neutral
1838	negative
1839	negative
1840	negative
1841	negative
1842	positive
1843	positive
1844	positive
1845	positive
1846	neutral
1847	positive
1848	positive
1849	positive
1850	neutral
1851	negative
1852	positive
1853	neutral
1854	negative
1855	negative
1856	negative
1857	negative
1858	positive
1859	positive
1860	positive
1861	positive
1862	neutral
1863	positive
1864	positive
1865	negative
1866	neutral
1867	positive
1868	positive
1869	positive
1870	neutral
1871	neutral
1872	neutral
1873	negative
1875	negative
1876	neutral
1877	positive
1878	negative
1879	positive
1880	positive
1881	negative
1882	positive
1883	negative
1884	neutral
1885	negative
1886	negative
1888	positive
1889	positive
1891	negative
1892	negative
1893	negative
1894	negative
1895	negative
1897	positive
1898	positive
1899	positive
1900	positive
1901	positive
1902	negative
1904	neutral
1905	neutral
1906	negative
1907	positive
1908	negative
1909	neutral
1910	negative
1911	neutral
1912	neutral
1913	negative
1914	negative
1915	positive
1916	negative
1917	positive
1918	positive
1919	negative
1920	positive
1921	positive
1922	positive
1923	positive
1924	negative
1925	positive
1926	negative
1927	negative
1928	negative
1929	negative
1930	positive
1931	positive
1932	negative
1933	positive
1934	positive
1935	positive
1936	positive
1937	negative
1938	positive
1939	positive
1940	negative
1943	negative
1944	positive
1945	negative
1946	negative
1947	negative
1948	negative
1949	positive
1950	negative
1951	negative
1952	negative
1953	positive
1954	positive
1955	negative
1956	positive
1957	negative
1958	negative
1959	negative
1960	positive
1961	negative
1962	positive
1964	neutral
1965	positive
1966	positive
1967	negative
1968	positive
1969	neutral
1970	positive
1971	positive
1972	negative
1973	positive
1974	negative
1975	positive
1976	positive
1977	negative
1978	negative
1979	positive
1980	positive
1981	positive
1982	positive
1983	positive
1984	positive
1985	positive
1986	positive
1987	positive
1988	positive
1989	positive
1990	positive
1991	positive
1992	negative
1993	positive
1994	negative
1995	positive
1996	positive
1997	positive
1998	positive
1999	positive
2000	positive
2001	negative
2002	negative
2003	positive
2004	positive
2005	neutral
2006	positive
2007	neutral
2008	positive
2009	positive
2010	positive
2011	positive
2012	neutral
2013	negative
2014	positive
2015	negative
2016	neutral
2017	positive
2018	positive
2019	positive
2020	positive
2021	positive
2022	positive
2023	positive
2024	neutral
2025	negative
2026	negative
2027	positive
2028	positive
2029	negative
2030	positive
2031	positive
2032	positive
2033	positive
2034	positive
2035	positive
2036	positive
2038	neutral
2039	negative
2040	negative
2041	positive
2042	positive
2043	positive
2044	neutral
2045	positive
2046	positive
2047	positive
2048	positive
2049	positive
2050	positive
2051	positive
2052	positive
2053	positive
2054	neutral
2055	neutral
2056	neutral
2057	negative
2058	neutral
2059	positive
2060	neutral
2061	positive
2063	negative
2064	negative
2065	positive
2067	negative
2068	negative
2069	negative
2070	negative
2071	positive
2072	positive
2073	negative
2074	positive
2075	negative
2076	positive
2077	neutral
2078	negative
2079	positive
2080	positive
2081	positive
2084	positive
2085	positive
2086	positive
2087	negative
2089	positive
2090	positive
2091	negative
2092	positive
2093	positive
2095	neutral
2097	positive
2098	positive
2099	negative
2100	negative
2101	positive
2102	neutral
2103	positive
2105	negative
2106	positive
2107	negative
2108	positive
2109	positive
2110	neutral
2111	neutral
2112	positive
2114	negative
2115	negative
2117	positive
2118	negative
2119	negative
2124	negative
2125	negative
2126	negative
2127	negative
2128	negative
2129	negative
2130	positive
2131	negative
2132	positive
2133	positive
2134	positive
2135	positive
2136	positive
2137	positive
2138	positive
2139	positive
2140	positive
2141	positive
2142	positive
2143	neutral
2144	positive
2145	positive
2146	positive
2147	negative
2149	positive
2152	positive
2153	neutral
2154	negative
2155	positive
2156	negative
2157	neutral
2158	negative
2159	positive
2160	positive
2161	positive
2163	negative
2164	positive
2165	neutral
2166	positive
2167	negative
2168	positive
2311	neutral
2312	negative
2313	negative
2314	positive
2318	neutral
2319	neutral
2320	negative
2321	positive
2322	positive
2323	positive
2324	positive
2325	positive
2326	negative
2327	positive
2328	negative
2329	negative
2330	negative
2331	positive
2332	positive
2333	negative
2334	negative
2335	negative
2336	positive
2337	positive
2339	negative
2340	negative
2345	negative
2348	positive
2349	positive
2350	negative
2351	positive
2354	negative
2356	negative
2357	positive
2358	positive
2359	negative
2360	negative
2361	neutral
2362	negative
2363	negative
2364	positive
2365	positive
2366	neutral
2367	neutral
2368	positive
2369	neutral
2370	neutral
2371	neutral
2372	positive
2373	positive
2374	neutral
2375	neutral
2376	positive
2377	positive
2378	positive
2379	neutral
2380	positive
2381	positive
2382	positive
2383	positive
2384	positive
2386	positive
2387	negative
2388	neutral
2389	neutral
2403	negative
2404	negative
2424	positive
2425	positive
2426	positive
2427	positive
2428	positive
2429	negative
2430	positive
2431	positive
2432	positive
2433	positive
2434	positive
2435	neutral
2436	positive
2437	positive
2438	positive
2439	neutral
2440	positive
2441	positive
2442	positive
2443	positive
2444	positive
2445	positive
2446	positive
2447	neutral
2448	neutral
2449	positive
2450	neutral
2451	negative
2452	neutral
2453	neutral
2454	neutral
2455	negative
2456	positive
2458	positive
2459	neutral
2460	positive
2462	negative
2463	negative
2464	negative
2465	positive
2468	positive
2469	positive
2470	positive
2471	positive
2472	positive
2473	positive
2474	negative
2476	negative
2478	negative
2479	positive
2480	negative
2488	positive
2489	positive
2490	positive
2491	positive
2492	positive
2493	positive
2494	positive
2496	negative
2497	positive
2498	positive
2499	neutral
2500	positive
2501	positive
2502	positive
2503	positive
2504	positive
2505	positive
2506	positive
2507	positive
2508	positive
2509	positive
2510	positive
2513	positive
2514	negative
2524	negative
2525	positive
2526	negative
2527	positive
2528	negative
2529	positive
2530	positive
2531	positive
2532	positive
2533	positive
2534	positive
2535	positive
2536	positive
2537	positive
2538	positive
2540	positive
2541	positive
2542	positive
2543	positive
2544	positive
2546	positive
2547	negative
2548	negative
2550	negative
2551	negative
2552	neutral
2553	positive
2555	positive
2556	positive
2557	positive
2558	positive
2559	positive
2560	positive
2561	neutral
2562	positive
2564	negative
2567	negative
2568	positive
2569	positive
2570	positive
2571	positive
2572	neutral
2573	positive
2574	positive
2575	positive
2576	positive
2577	negative
2578	negative
2580	positive
2581	negative
2583	positive
2584	negative
2585	negative
2586	negative
2587	positive
2588	positive
2589	positive
2590	positive
2591	positive
2592	positive
2593	positive
2594	positive
2595	positive
2596	positive
2597	positive
2598	positive
2599	neutral
2600	positive
2601	positive
2602	negative
2603	negative
2604	positive
2605	negative
2606	negative
2607	positive
2608	positive
2609	positive
2610	positive
2612	positive
2613	positive
2614	positive
2615	neutral
2617	negative
2618	negative
2619	negative
2620	positive
2621	positive
2623	positive
2624	positive
2626	positive
2627	positive
2628	positive
2633	negative
2634	positive
2635	negative
2636	neutral
2639	negative
2641	negative
2643	negative
2645	negative
2646	neutral
2648	positive
2650	negative
2651	negative
2654	negative
2655	neutral
2656	positive
2657	positive
2658	neutral
2659	positive
2660	positive
2661	positive
2662	negative
2663	negative
2664	negative
2665	neutral
2666	negative
2667	negative
2668	negative
2669	positive
2670	negative
2671	negative
2672	negative
2673	negative
2674	negative
2675	negative
2676	positive
2677	positive
2683	positive
2684	neutral
2685	negative
2686	positive
2687	neutral
2688	negative
2689	negative
2690	negative
2691	negative
2692	negative
2693	negative
2694	positive
2695	positive
2696	neutral
2699	negative
2700	neutral
2701	positive
2703	negative
2704	negative
2705	neutral
2706	negative
2707	positive
2708	neutral
2709	positive
2710	neutral
2711	positive
2712	negative
2713	neutral
2714	negative
2715	positive
2716	positive
2717	neutral
2718	negative
2719	positive
2720	neutral
2721	neutral
2723	neutral
2724	neutral
2725	neutral
2726	neutral
2727	neutral
2728	neutral
2729	positive
2730	neutral
2731	neutral
2732	neutral
2734	neutral
2735	positive
2736	neutral
2737	neutral
2738	neutral
2739	positive
2740	positive
2741	negative
2742	negative
2743	negative
2744	positive
2745	neutral
2746	negative
2747	negative
2748	positive
2749	positive
2750	positive
2751	positive
2752	positive
2753	positive
2755	neutral
2757	positive
2758	positive
2760	positive
2761	neutral
2762	neutral
2763	negative
2764	neutral
2765	positive
2766	negative
2767	positive
2768	positive
2769	positive
2770	positive
2771	positive
2772	positive
2773	positive
2774	negative
2775	positive
2776	positive
2778	positive
2780	positive
2781	positive
2782	positive
2783	negative
2784	neutral
2785	positive
2786	neutral
2787	neutral
2788	neutral
2789	positive
2790	neutral
2791	positive
2792	negative
2793	neutral
2794	negative
2795	positive
2796	neutral
2797	positive
2798	positive
2799	positive
2800	positive
2801	negative
2803	positive
2804	neutral
2806	positive
2807	positive
2808	positive
2809	negative
2810	negative
2811	positive
2812	negative
2813	positive
2814	positive
2815	positive
2816	negative
2817	negative
2819	positive
2820	positive
2821	positive
2822	positive
2823	negative
2826	positive
2827	positive
2829	neutral
2830	positive
2832	neutral
2833	neutral
2836	negative
2838	positive
2839	negative
2840	negative
2841	negative
2842	negative
2843	negative
2844	negative
2845	positive
2848	negative
2850	positive
2851	positive
2852	positive
2853	positive
2854	positive
2855	positive
2856	positive
2858	positive
2859	positive
2860	positive
